Question Rank,Movie ID,Movie Title,Distribution,Hype,Recency,Audience,Sentiment,Style,Drama,Thrill,Release,Action
3028,3029,The Collector,0.288,0.045,0.301,0.419,0.102,0.114,-0.290,0.129,-0.089,-0.666
3029,3030,Mr. & Mrs. Bridge,2.311,0.686,-0.074,-0.274,0.158,1.081,0.309,-0.030,0.389,-0.860
3030,3031,The Imaginarium of Doctor Parnassus,1.318,1.251,0.641,1.093,1.900,0.286,-1.593,-0.765,-0.326,0.214
3031,3032,The Order,-1.495,-0.072,-0.393,0.002,-0.253,-0.639,-0.907,0.523,-0.159,0.248
3032,3033,The Girl Who Played with Fire,0.237,0.459,0.943,-0.400,0.298,-0.189,-0.367,-0.988,0.585,-1.244
3033,3034,City of God,-0.343,-0.219,-1.499,-0.471,-0.346,0.390,0.293,-1.514,0.467,0.221
3034,3035,Hackers,-0.261,-0.150,0.414,1.010,0.453,0.117,0.406,0.304,0.510,-0.010
3035,3036,Over Her Dead Body,0.669,0.291,-0.200,-0.928,-0.750,0.049,-0.315,-1.410,-0.077,-0.634
3036,3037,The Jerky Boys,0.371,0.015,-0.433,0.272,-0.543,0.187,0.739,0.827,-0.962,-0.006
3037,3038,El Cantante,0.171,0.162,-1.448,0.410,-0.235,0.698,0.285,-0.849,-0.455,0.759
3038,3039,Wanted: Dead or Alive,0.955,1.323,0.331,0.581,0.048,-0.748,0.840,-0.887,-0.206,-0.585
3039,3040,Proof,-0.902,-0.330,1.445,-0.750,0.741,-0.546,-0.428,1.282,-0.031,-0.679
3040,3041,The Curse of the Jade Scorpion,0.490,1.162,0.067,0.318,1.558,0.617,0.395,0.447,0.392,0.502
3041,3042,The Man Who Wasnt There,-0.154,0.043,0.198,-0.590,-0.304,0.200,0.124,0.440,-0.409,-0.545
3042,3043,Nothing Like the Holidays,0.137,0.121,1.213,-0.265,0.710,0.403,0.067,0.076,-0.009,0.663
3043,3044,Martian Child,-1.229,-0.125,-0.959,-0.629,0.624,-0.061,-0.214,-1.455,0.742,-0.098
3044,3045,The Sugarland Express,-0.267,0.705,0.038,-1.280,0.023,-0.125,-0.783,-0.202,0.641,-1.575
3045,3046,How to Beat the High Cost of Living,-0.280,-1.042,0.207,0.716,-0.076,0.686,0.804,-0.196,-1.403,-0.970
3046,3047,I Know Who Killed Me,-0.012,0.596,0.344,0.229,-0.378,-0.687,-1.053,0.319,0.889,-0.070
3047,3048,The Trip to Bountiful,-0.587,-0.450,0.361,-0.119,-0.616,-1.174,0.505,-0.322,-1.059,-0.087
3048,3049,It Runs in the Family,-0.025,0.780,2.009,-0.231,1.022,0.434,-0.194,0.315,-1.144,-0.518
3049,3050,Cyrus,0.835,1.170,0.296,0.429,1.317,0.323,-1.654,-0.053,1.224,-0.263
3050,3051,Taking Woodstock,0.561,0.880,0.312,-0.012,0.226,1.666,0.033,-0.163,-0.053,0.192
3051,3052,A Good Year,0.768,0.664,-0.574,-1.233,0.176,1.391,-0.153,0.586,0.933,-0.974
3052,3053,Maximum Overdrive,-0.683,0.240,1.114,-0.801,-0.093,0.498,1.312,0.135,-0.123,-0.760
3053,3054,Doogal,1.017,0.448,-0.134,0.594,0.373,-0.087,1.168,0.881,-0.044,0.704
3054,3055,Kids,0.014,-0.769,0.452,-0.231,-0.348,-0.265,1.833,0.565,-0.459,0.079
3055,3056,The Squid and the Whale,0.561,0.416,-0.312,0.108,0.370,0.134,0.788,1.103,-0.514,-0.461
3056,3057,The Condemned,-0.086,-0.244,-0.007,0.415,1.906,0.115,-1.024,0.572,-0.489,0.820
3057,3058,Clean Slate,-1.043,-1.132,-0.267,-1.739,-0.347,-1.475,1.371,-0.066,0.290,-0.616
3058,3059,Wild America,-1.387,0.885,-1.181,-0.707,-1.042,0.526,1.629,0.057,0.076,0.585
3059,3060,Alice,-0.117,-0.133,0.752,-0.618,-0.324,-0.955,2.571,-0.973,-1.737,-0.369
3060,3061,Babies,0.179,-0.688,-0.186,1.836,-0.565,-0.579,-0.230,-0.524,1.860,-0.014
3061,3062,Bones,0.041,1.163,-0.375,-0.696,-0.038,-0.220,0.336,0.580,0.544,0.141
3062,3063,Whos That Girl,-1.780,0.513,-0.092,-0.282,-0.427,0.295,-0.644,-1.151,-0.572,0.197
3063,3064,Outside Providence,0.224,-0.024,0.583,0.755,0.419,-0.319,0.422,-0.276,1.255,0.707
3064,3065,Wild Hearts Cant Be Broken,-0.791,-0.363,0.319,0.197,0.023,0.362,0.058,-0.290,-1.154,0.877
3065,3066,Eat Drink Man Woman,-0.468,0.583,-0.538,0.744,-0.134,0.450,-0.284,-0.246,-0.144,-0.007
3066,3067,The Forsaken,-0.715,0.175,-2.134,0.415,0.470,-0.645,-0.778,0.271,-0.656,0.632
3067,3068,Shes So Lovely,-0.091,1.221,-0.548,-0.483,-0.022,-0.014,0.189,-0.092,-0.070,-0.005
3068,3069,Run Lola Run,0.490,0.750,0.711,-0.028,1.382,1.772,-0.711,-0.398,-0.890,-0.245
3069,3070,Big Trouble,0.922,0.464,-0.054,-0.310,0.032,-0.092,0.317,0.883,-0.436,0.941
3070,3071,Searching for Bobby Fischer,0.551,1.323,-0.285,0.295,-0.539,1.100,0.956,0.341,0.819,0.283
3071,3072,Friends with Kids,0.099,0.931,0.499,-0.625,0.433,-0.253,0.037,-0.437,0.220,0.948
3072,3073,Force 10 From Navarone,-0.371,1.250,-0.367,-0.649,0.568,0.115,0.086,0.386,0.858,0.686
3073,3074,All the Kings Men,-0.533,0.548,0.737,0.090,-0.377,-0.241,-0.206,0.248,0.444,0.459
3074,3075,Mulholland Drive,0.054,0.562,0.405,-0.425,1.010,-0.056,0.837,0.714,1.255,-0.218
3075,3076,The Big Year,0.716,-0.338,0.826,-0.562,0.734,0.627,-1.299,-0.166,0.081,0.665
3076,3077,American Dreamz,-0.229,0.513,0.505,-0.302,-0.386,-0.719,0.118,0.122,-0.349,0.025
3077,3078,1492: Conquest of Paradise,-0.206,0.119,-0.085,0.242,0.447,0.185,-1.051,0.265,0.464,0.874
3078,3079,Women on the Verge of a Nervous Breakdown,-0.455,-0.997,0.014,0.143,0.877,-0.178,-0.159,-1.247,0.311,-0.176
3079,3080,The Boy Who Could Fly,-0.642,0.254,0.001,-0.220,0.576,-0.484,-0.476,-0.119,0.885,-0.150
3080,3081,10 to Midnight,-0.095,-0.118,0.331,-0.550,-0.021,-1.954,-0.370,-0.271,-0.152,0.650
3081,3082,The Hoax,0.392,-0.371,0.436,-0.426,0.181,0.667,-0.246,-0.701,-0.094,-1.034
3082,3083,The Orphanage,1.305,-0.356,0.948,-0.796,-0.251,-0.024,-0.377,-0.079,-2.508,-0.506
3083,3084,Where Eagles Dare,-0.388,1.452,0.224,1.096,0.154,0.830,0.346,0.140,-0.090,-0.932
3084,3085,A Separation,-0.476,-0.214,-0.157,-0.166,1.257,-0.337,-0.204,-0.737,-0.012,-0.478
3085,3086,The Bad News Bears Go to Japan,0.209,0.456,-0.286,0.270,0.678,0.173,0.461,-0.646,0.173,1.362
3086,3087,Before the Devil Knows Youre Dead,0.788,0.722,0.326,1.169,0.008,0.494,1.123,-0.185,-0.482,-0.926
3087,3088,Seeking a Friend for the End of the World,0.657,0.497,-0.907,-0.148,0.091,-1.109,0.179,-0.668,-0.074,-1.155
3088,3089,Trapped,-0.574,-0.799,0.028,-0.811,-0.195,1.157,0.227,-1.119,-0.234,0.108
3089,3090,How She Move,0.039,-0.492,-0.548,0.379,-0.427,0.218,0.546,0.172,0.076,0.464
3090,3091,Quills,0.569,0.166,0.253,0.620,1.089,0.092,1.144,-1.428,-1.575,0.281
3091,3092,Phat Girlz,0.279,1.406,-0.265,-0.080,-1.280,0.331,0.373,-0.265,0.132,0.760
3092,3093,Pride,-0.280,-0.010,-0.645,-0.176,-0.866,-0.121,-0.222,0.128,0.590,-0.252
3093,3094,Star Kid,0.971,-0.432,-0.718,0.329,-0.276,0.729,0.487,0.003,0.469,0.035
3094,3095,Turistas,0.457,0.326,1.125,-0.863,0.234,-0.995,-1.185,-0.516,-0.959,-0.405
3095,3096,Screwed,0.800,0.375,0.284,-0.485,-0.100,0.407,0.611,0.142,-0.281,0.629
3096,3097,BASEketball,-0.428,-0.284,-2.762,-0.524,0.458,-0.478,0.049,0.848,-0.148,0.468
3097,3098,Bug,0.536,0.375,0.970,0.520,0.894,-0.052,-0.012,-0.078,0.652,-0.242
3098,3099,Kissing Jessica Stein,0.120,1.010,0.879,-0.499,-0.429,0.764,0.092,0.014,-0.878,-0.288
3099,3100,Running with Scissors,0.722,0.051,0.248,1.041,0.140,0.496,0.769,1.136,0.830,0.496
3100,3101,An American Carol,-0.036,0.593,-0.753,-0.237,-0.105,-0.967,-0.017,-0.410,0.612,-0.470
3101,3102,Crossover,-0.595,-0.126,-0.074,-0.336,0.185,-0.872,-0.769,-0.483,0.735,-0.207
3102,3103,International Velvet,-0.110,-0.567,0.097,0.574,0.426,0.384,0.317,-0.223,-0.342,0.325
3103,3104,The Triplets of Belleville,-0.645,0.688,0.099,-1.182,-1.667,-0.195,0.004,0.493,0.538,0.569
3104,3105,Buena Vista Social Club,-0.797,-0.156,0.111,-0.159,-0.782,-1.304,-0.260,-0.036,0.328,0.112
3105,3106,Fearless,-0.570,-1.299,-0.828,-0.649,-0.228,0.451,-0.367,-0.061,0.152,0.389
3106,3107,Sexy Beast,0.318,-0.759,0.433,-0.531,-0.217,0.619,-0.739,0.664,0.239,-0.127
3107,3108,State and Main,-0.021,-0.299,-0.047,-0.308,-0.464,0.275,0.002,-0.405,0.035,0.403
3108,3109,Take Me Home Tonight,-0.662,-0.230,-0.715,-0.808,-0.605,-0.534,-0.392,-0.383,0.446,0.897
3109,3110,The Amateur,-0.580,-0.074,0.836,0.322,-0.844,-0.151,-0.237,1.396,-0.286,-0.238
3110,3111,Willard,-0.169,-1.022,-1.586,-0.062,-0.740,0.400,1.574,-0.081,-0.420,0.280
3111,3112,Redline,-0.817,-0.504,0.592,0.190,-0.047,0.841,-0.173,0.803,0.971,0.341
3112,3113,Thunderbirds,-0.388,-0.205,0.064,-0.406,-0.156,0.044,-0.248,0.001,-0.062,-0.124
3113,3114,Death Wish 4: The Crackdown,0.041,0.292,-0.710,0.143,-0.087,-0.795,0.903,0.125,0.709,-0.217
3114,3115,"Woman, Thou Art Loosed",0.913,-0.980,0.683,-0.100,-0.212,0.550,-0.819,-0.309,-0.276,0.804
3115,3116,Cedar Rapids,0.474,0.111,0.527,-0.241,0.005,-0.635,0.695,0.001,0.575,0.623
3116,3117,Never Talk to Strangers,-0.440,0.178,-0.453,-0.128,0.363,-0.257,0.506,0.901,-1.042,0.159
3117,3118,Running Scared,0.464,0.846,-0.241,-0.656,0.978,-0.016,0.444,-0.208,0.546,0.889
3118,3119,200 Cigarettes,0.267,0.733,-0.196,0.228,-0.454,0.021,0.712,-0.196,0.250,-0.166
3119,3120,Exit to Eden,0.112,-0.302,-0.752,-0.296,0.658,-0.915,0.019,0.840,0.266,1.533
3120,3121,The Pope of Greenwich Village,0.128,-0.424,0.309,1.400,0.810,0.510,-0.347,0.548,-1.166,-0.444
3121,3122,Moonlight Mile,0.735,-0.021,-0.385,-0.132,1.252,0.021,-0.499,0.133,0.114,1.443
3122,3123,Mixed Nuts,-0.535,0.599,0.296,0.327,-0.441,-0.182,-1.330,0.277,-0.578,0.247
3123,3124,Trick or Treat,0.257,-0.209,-0.319,0.372,-0.694,-0.204,0.011,-0.057,-0.837,-1.033
3124,3125,Fanny and Alexander,0.416,-0.010,-0.047,-1.173,1.538,0.453,0.802,-0.054,0.536,0.464
3125,3126,Conviction,0.085,0.091,1.055,-0.120,0.882,0.228,0.290,0.524,0.019,-0.329
3126,3127,In the Valley of Elah,-1.076,0.050,-0.354,0.351,-0.037,0.275,-0.080,0.025,-0.391,-0.102
3127,3128,Caught Up,-0.249,0.562,-0.566,0.557,0.152,0.480,-0.401,-0.245,0.211,0.098
3128,3129,The Young Black Stallion,0.188,0.538,0.689,0.101,-0.147,0.008,0.068,0.015,-0.138,0.423
3129,3130,"Seraphin, un homme et son peche",-0.218,-0.205,0.855,-1.098,0.300,-1.161,-0.509,-0.095,-0.234,0.715
3130,3131,Smoke Signals,0.070,0.408,-0.107,-0.044,-1.461,0.670,0.356,0.767,-0.287,0.394
3131,3132,The Mambo Kings,0.106,0.014,0.331,-0.597,0.993,-0.522,-0.080,0.391,-1.067,0.123
3132,3133,9 1/2 Weeks,0.635,0.018,-0.492,0.388,0.567,-0.233,0.393,-0.846,-0.179,-0.032
3133,3134,Town & Country,0.239,-1.340,0.035,-0.528,-0.253,0.553,0.239,0.473,-0.406,0.211
3134,3135,American History X,-1.158,0.586,-0.432,-1.153,-0.566,-0.218,0.790,-0.604,-0.050,-1.033
3135,3136,U-Turn,0.027,-0.308,0.046,-0.658,0.428,-0.994,0.447,0.307,-0.523,-0.929
3136,3137,The Closet,0.737,-2.836,-0.087,0.305,-0.031,-0.309,0.298,-0.202,0.477,0.115
3137,3138,Hairspray,-0.060,-0.377,-0.935,0.056,0.597,0.654,0.131,0.501,0.657,-0.728
3138,3139,City Island,0.109,-0.385,-0.322,-0.222,-0.750,-0.666,-0.262,-0.076,0.323,0.678
3139,3140,I Dreamed of Africa,-0.031,0.014,-0.050,0.679,-0.320,0.416,-1.153,-0.423,-0.110,-0.417
3140,3141,Swing Shift,0.124,0.080,0.247,1.252,-0.217,0.420,0.272,0.284,0.253,-1.075
3141,3142,Black Moon Rising,0.106,0.102,-0.015,-0.377,0.283,0.545,1.498,0.114,-0.257,0.108
3142,3143,Spider-Man / Men in Black II,-0.014,0.132,-0.611,0.737,-0.581,-0.838,-0.404,0.146,0.082,-0.164
3143,3144,Femme Fatale,-0.083,1.440,-0.040,-0.771,0.655,0.320,-0.057,-0.153,-0.061,0.156
3144,3145,The Savages,0.221,-0.569,0.275,0.610,0.845,0.205,0.380,-0.449,0.559,0.428
3145,3146,The Last Station,-0.227,0.481,0.683,-0.442,-0.074,-1.023,1.570,1.749,-0.794,-0.182
3146,3147,The Hunted,-0.340,0.249,-0.673,0.265,0.189,0.421,0.663,-0.677,-1.072,0.064
3147,3148,Millions,0.064,0.146,0.025,0.706,-0.356,0.877,-0.371,0.163,0.193,-0.513
3148,3149,Once Upon a Forest,-1.264,0.043,-0.025,-0.327,0.163,-0.655,-0.129,0.281,-0.708,-0.138
3149,3150,Strange Wilderness,-0.435,0.403,1.573,1.598,1.043,0.035,-0.053,-0.320,-1.189,1.206
3150,3151,Curse of the Golden Flower,0.462,0.322,-0.562,-1.424,-0.303,-0.453,-0.011,0.020,-0.262,-0.309
3151,3152,The Road to Wellville,-0.346,0.421,1.433,0.325,-0.280,-0.423,1.278,0.255,-3.738,-0.307
3152,3153,Lost and Found,-0.403,-0.818,-0.089,0.698,0.668,-0.151,-0.669,1.345,-1.235,0.076
3153,3154,3 Idiots,0.343,-1.310,1.253,-0.518,-0.071,-0.378,-0.530,0.385,-0.016,-0.417
3154,3155,The Rules of Attraction,-0.216,-0.033,-0.323,0.272,0.273,-1.729,0.086,0.002,0.459,0.211
3155,3156,Maria Full of Grace,0.116,0.250,1.165,0.720,-0.043,0.665,-0.465,0.265,-1.696,0.160
3156,3157,Warriors of Virtue,0.384,0.005,1.275,0.245,0.726,-0.967,0.243,0.613,-0.844,-0.814
3157,3158,A Very Long Engagement,-1.046,-0.220,0.068,-0.753,-1.553,0.820,0.054,0.731,0.531,-0.848
3158,3159,Switchback,-0.572,-1.726,-2.485,-0.294,-1.075,-0.217,-0.257,-0.193,-0.018,0.203
3159,3160,The Big Bounce,-0.992,-1.080,-0.877,-1.355,-0.841,-0.861,-0.027,-1.438,-0.296,-0.303
3160,3161,The Osterman Weekend,-0.095,-0.059,-0.138,0.191,-0.676,-0.363,-0.176,-0.187,-0.755,-0.192
3161,3162,Mighty Aphrodite,-1.777,0.233,-0.566,-0.410,-0.946,0.392,0.014,-0.515,0.463,-0.513
3162,3163,Gods and Monsters,-1.692,-0.098,-0.459,-0.486,0.415,-1.244,-0.665,1.428,-0.798,-0.200
3163,3164,Brideshead Revisited,0.166,-0.377,0.144,-0.171,1.618,-0.350,0.590,-0.362,-2.059,0.421
3164,3165,The Rocker,0.002,0.108,-0.480,-0.347,0.638,0.625,-0.421,0.021,-0.510,-0.730
3165,3166,Just Between Friends,-1.322,-1.675,0.106,-0.156,-0.921,0.320,-0.308,0.339,-0.242,-1.624
3166,3167,My Own Private Idaho,0.537,-0.257,-0.480,-0.290,-0.786,-0.368,1.320,0.508,-0.323,-0.485
3167,3168,Eyewitness,0.383,1.284,0.227,-0.819,0.083,-2.429,-0.360,0.854,0.722,-0.405
3168,3169,Most Wanted,0.487,0.016,-0.182,-0.176,1.681,0.358,0.241,-0.284,-1.253,1.496
3169,3170,The Secret in Their Eyes,1.277,-1.129,-1.103,-0.299,0.045,0.127,0.268,0.082,0.292,-0.568
3170,3171,Post Grad,-0.771,-0.341,-0.011,0.311,0.654,-0.170,1.082,-0.231,0.243,-0.187
3171,3172,The Aristocrats,0.121,-0.444,1.166,1.328,0.098,0.368,0.532,-0.577,0.358,0.275
3172,3173,Article 99,0.358,1.587,0.186,-0.749,-0.603,-1.781,0.219,0.409,-0.208,0.408
3173,3174,Motel Hell,-0.150,0.083,0.756,-0.288,0.588,0.210,-1.358,0.067,0.511,0.206
3174,3175,Affliction,1.485,-0.616,0.421,-0.499,-0.391,0.265,0.225,-0.419,-0.280,-2.740
3175,3176,Joe Kidd,0.533,0.454,0.369,0.391,0.853,-0.813,1.092,0.744,-0.014,-0.580
3176,3177,Beyond the Sea,0.631,0.265,-0.443,0.930,-0.414,-0.987,0.144,0.521,1.138,0.075
3177,3178,The Jacket,-0.114,0.252,0.078,-0.898,0.367,-0.528,0.227,0.140,-0.677,-0.256
3178,3179,What Planet Are You From?,-1.002,-0.352,0.699,0.668,-2.077,-0.162,-0.109,0.112,0.121,0.289
3179,3180,One Night at McCools,0.513,0.918,-0.041,-0.136,0.605,-0.727,0.554,0.025,0.471,0.652
3180,3181,Impostor,0.553,0.637,0.503,-0.252,-0.133,0.132,-0.166,0.303,-1.763,1.337
3181,3182,The House of the Spirits,0.560,-0.469,0.271,-0.867,-1.483,0.054,0.164,-1.378,-0.459,0.925
3182,3183,Music Box,0.531,-0.466,-0.395,0.080,-0.642,-0.484,-0.002,-0.207,-0.924,0.239
3183,3184,Dick,0.152,-0.135,0.667,-0.262,-0.049,0.279,-0.135,-0.589,-1.022,0.575
3184,3185,The Adventures of Buckaroo Banzai,-0.275,0.949,0.036,-0.648,-0.642,-0.149,0.067,-1.590,0.204,-0.240
3185,3186,Ghost World,0.223,1.099,-0.504,0.619,-0.027,-0.148,-0.455,-0.146,-0.303,0.810
3186,3187,"Oh, Heavenly Dog!",-0.382,-0.556,0.430,0.165,-0.066,0.127,0.291,0.220,-0.169,-0.279
3187,3188,Topsy-Turvy,0.211,-0.663,-0.239,-1.255,-0.603,1.477,-0.526,0.166,-0.016,0.436
3188,3189,The Straight Story,0.180,-1.019,-0.427,-0.077,-1.207,-0.872,-0.057,-0.232,-0.369,-1.004
3189,3190,Croupier,-1.055,0.389,-0.581,-0.343,0.295,0.279,-0.650,-0.137,0.277,-0.141
3190,3191,Rabbit-Proof Fence,0.420,-0.344,-0.133,-0.188,-0.900,-0.231,0.081,-0.228,0.593,-0.205
3191,3192,Braddock: Missing in Action III,0.681,0.678,0.592,0.096,0.013,-0.588,-0.743,-0.118,-0.632,0.207
3192,3193,Nowhere in Africa,-0.011,0.037,-0.939,-0.253,0.321,-0.200,-0.177,0.326,-0.137,-0.478
3193,3194,Tell No One,0.439,0.198,0.823,-0.170,-0.570,0.149,-0.098,-0.103,-0.229,0.584
3194,3195,UHF,-0.751,-0.176,-0.148,-1.187,-0.264,-0.453,-0.356,-0.232,-0.226,-0.487
3195,3196,Barton Fink,-0.514,-0.053,-0.382,-2.092,0.529,0.402,-0.310,-0.251,0.655,-0.053
3196,3197,Chained Heat,0.607,-0.339,0.636,0.033,0.624,-0.937,-0.177,-0.788,0.268,-0.256
3197,3198,Almost Heroes,-0.102,-0.456,-1.175,-1.649,-0.619,0.739,0.570,-0.968,0.459,-0.455
3198,3199,Chasing Papi,-0.583,0.546,0.668,-0.439,0.296,0.287,0.046,-0.298,0.128,0.589
3199,3200,Coco Before Chanel,0.444,0.270,-0.700,-0.086,0.662,-0.575,-0.243,0.458,0.348,-0.791
3200,3201,Short Cuts,-0.313,-0.074,0.214,-0.072,0.204,-0.123,0.820,-0.066,-0.623,-0.893
3201,3202,Evil Under the Sun,0.014,-0.191,-0.355,-0.447,0.113,0.389,1.294,0.023,-0.147,-0.888
3202,3203,Grandmas Boy,-0.305,-1.093,0.622,0.674,0.094,-0.144,-0.330,0.252,-0.127,0.476
3203,3204,Gigli,0.439,0.269,0.716,-0.506,-0.958,-0.149,0.875,-0.153,1.165,-0.160
3204,3205,Deuces Wild,0.016,0.204,0.488,-0.077,-0.749,1.136,-0.777,-0.450,-0.263,-0.173
3205,3206,Heaven Help Us,-0.081,0.126,-1.061,-0.791,0.433,0.262,-0.312,-0.282,-0.128,-0.090
3206,3207,Shirley Valentine,0.635,0.734,1.193,-0.315,0.624,-0.225,-0.232,-0.448,-0.250,-0.289
3207,3208,The Way of the Gun,2.175,0.337,-0.445,0.121,0.364,-0.295,0.465,-1.132,0.594,-0.493
3208,3209,Megiddo: The Omega Code II,-0.367,-0.603,-0.065,-0.416,-1.055,-1.429,0.074,0.556,-0.136,0.569
3209,3210,Racing with the Moon,-0.526,0.337,-0.766,-0.282,1.275,-0.347,-0.683,-0.226,-0.494,-0.325
3210,3211,Gold Diggers: Secret of Bear Mountain,-0.610,0.345,-0.281,1.422,-0.047,-0.086,1.069,-0.482,-0.555,0.529
3211,3212,Trapped in Paradise,0.269,-0.669,-0.547,-0.323,-0.283,0.823,0.471,-1.399,0.046,-1.457
3212,3213,American Splendor,-0.905,0.631,-0.169,-0.814,-0.255,-0.565,0.130,-0.861,0.418,0.062
3213,3214,Run Fat Boy Run,-0.569,-0.755,0.666,0.333,0.711,-0.322,-0.264,-1.022,-0.153,0.050
3214,3215,The Diving Bell and the Butterfly,-0.104,-0.420,0.377,-0.003,-0.221,-0.627,-0.366,-0.307,0.893,0.249
3215,3216,Light it Up,-0.277,-0.514,0.039,0.705,0.652,-0.818,0.295,-0.753,-0.595,-0.359
3216,3217,The Boxer,-0.104,0.531,0.247,-0.822,0.765,0.073,0.433,-0.479,0.545,-0.098
3217,3218,The Hunger,0.515,0.235,-0.176,-0.259,1.054,-1.198,0.144,0.467,0.189,0.293
3218,3219,Les Boys 2,-0.102,-0.345,0.158,0.387,0.940,0.870,-0.673,0.419,0.411,-0.022
3219,3220,Lars and the Real Girl,-0.205,-0.275,-0.093,0.780,0.681,0.271,0.214,0.490,0.029,0.085
3220,3221,Basic Instinct 2,0.397,0.208,-0.176,-1.039,0.217,0.267,-0.884,0.062,-1.071,-0.034
3221,3222,Last Dance,-0.257,0.395,0.419,-0.183,0.340,-0.096,0.122,0.224,0.161,-0.707
3222,3223,Inventing the Abbotts,0.761,-0.148,0.183,-0.314,-0.914,-0.143,-0.027,-0.600,0.442,0.063
3223,3224,The Last Legion,-0.399,-0.240,-0.390,-0.495,-0.027,0.425,0.374,-0.370,0.407,-0.183
3224,3225,Evil Dead 2,-0.393,0.081,-0.113,-0.235,-0.105,-0.530,-0.036,-0.424,-0.438,-0.225
3225,3226,Casa De Mi Padre,0.537,0.727,-0.921,0.264,-0.277,0.388,0.675,0.644,-0.483,0.587
3226,3227,Feel the Noise,-0.580,-0.172,-0.429,0.808,-0.008,0.300,0.735,-0.268,0.215,0.472
3227,3228,Local Hero,-0.325,-0.325,0.694,-0.319,-0.398,-0.384,-0.342,-0.297,-0.132,-0.701
3228,3229,Ed Wood,0.483,0.413,0.195,0.169,0.141,-0.219,-0.651,0.181,-0.130,0.154
3229,3230,Against the Ropes,-0.244,-0.194,-0.228,0.175,-0.129,-1.242,0.976,0.642,0.741,0.363
3230,3231,The Opposite of Sex,-0.437,-1.088,0.637,0.332,0.115,0.610,0.442,0.483,-0.012,-0.153
3231,3232,Palmetto,0.246,0.015,1.054,-0.177,-0.364,-0.386,0.161,-0.237,-0.231,-1.037
3232,3233,Heaven and Earth,-0.053,-0.443,-0.415,1.233,0.732,0.357,0.599,1.143,-0.232,0.139
3233,3234,Real Women Have Curves,0.714,0.004,-0.035,-0.065,0.979,0.530,0.410,-0.178,-0.599,0.190
3234,3235,Transformers: The Movie,-0.622,-0.740,-1.424,0.336,0.729,-0.791,0.201,0.900,-1.245,0.252
3235,3236,The Hitcher,-0.767,0.927,-0.516,0.066,-0.030,-0.651,0.202,0.126,0.108,0.474
3236,3237,The Last Seduction,0.285,-0.088,-0.195,-0.051,0.554,0.118,-0.404,-0.100,0.983,-1.508
3237,3238,Crossroads,-0.472,0.394,-0.095,0.580,0.871,-0.656,-0.220,-0.059,-0.012,1.419
3238,3239,The Last American Virgin,-0.151,0.264,-0.237,-0.519,-0.601,0.694,1.291,0.818,0.312,0.947
3239,3240,Before Sunset,-0.126,0.733,0.090,0.172,0.201,-0.415,-0.616,-0.270,0.571,-0.206
3240,3241,Stanley & Iris,-0.484,1.428,-0.275,0.511,0.382,0.353,0.150,-0.020,0.684,0.551
3241,3242,The Perfect Holiday,-0.051,-0.545,-0.022,-0.587,-0.324,0.419,0.017,0.014,-2.165,-1.242
3242,3243,Luther,0.242,0.738,-0.921,-1.146,0.293,0.360,-0.489,-0.546,0.687,-0.383
3243,3244,Beginners,0.034,0.778,-0.416,-0.169,0.493,0.149,0.654,0.160,0.038,0.840
3244,3245,Leatherface: The Texas Chainsaw Massacre III,-0.017,0.287,-0.900,-0.885,0.907,0.418,0.170,-1.217,-0.241,0.279
3245,3246,The Clearing,-1.081,-0.231,-0.116,-0.090,-0.675,0.902,0.114,0.627,-0.788,0.568
3246,3247,Lucky You,0.839,0.813,-0.375,-0.703,-0.176,1.151,0.102,0.422,0.373,-0.012
3247,3248,Beyond Rangoon,-1.067,-0.279,0.379,-2.551,-0.021,-0.118,-0.603,-0.033,0.072,1.054
3248,3249,The Station Agent,-0.039,-0.254,0.358,-0.467,0.303,0.513,0.093,-0.132,-0.223,0.435
3249,3250,Spellbound,0.113,-0.157,0.036,0.608,0.346,-0.678,-0.794,-1.402,0.141,0.165
3250,3251,Whos Your Caddy?,0.773,-1.662,-1.202,0.317,-0.098,0.501,-0.132,-0.398,0.132,0.616
3251,3252,Screamers,-0.320,-0.127,-0.327,0.708,-0.143,0.003,0.003,0.097,0.758,0.190
3252,3253,Mary Reilly,-0.713,0.437,-0.376,1.248,-0.256,0.385,-0.759,0.964,0.519,0.342
3253,3254,A Dangerous Method,0.305,0.355,0.010,0.286,-0.544,-1.304,0.225,-1.171,-0.097,0.872
3254,3255,RockNRolla,-0.842,1.245,0.198,-0.740,0.007,0.241,0.048,0.274,-0.178,-1.063
3255,3256,Under Fire,0.037,0.002,-0.887,-0.214,0.530,-0.798,-0.613,-0.388,0.280,0.435
3256,3257,Kundun,0.375,0.766,-0.381,0.023,-0.221,-0.065,0.509,0.953,-0.108,0.930
3257,3258,Cold Comfort Farm,-0.026,0.545,0.409,0.077,0.385,-0.584,0.022,-0.607,-0.244,0.561
3258,3259,Hear No Evil,0.716,-0.537,0.503,0.718,0.707,0.594,-1.201,-2.239,0.659,-0.203
3259,3260,Smokey & the Bandit Part III,0.832,0.196,0.055,-0.304,0.671,-0.013,0.838,-0.375,-1.369,-0.116
3260,3261,For Greater Glory,0.070,-0.598,1.227,0.406,-0.656,-0.028,-0.221,-0.433,0.108,0.245
3261,3262,My Bloody Valentine,0.166,0.681,-0.691,-0.332,-0.078,0.932,0.273,-0.450,0.118,-0.429
